"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County","Phone Number","Hospital Type","Hospital Ownership","Emergency Services"
"271323","CLARK FORK VALLEY HOSPITAL","10 KRUGER RD","","","PLAINS","MT","59859","SANDERS","4068264800","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271324","PONDERA MEDICAL CENTER","805 SUNSET BLVD","","","CONRAD","MT","59425","PONDERA","4062713211","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271325","ST LUKE COMMUNITY HOSPITAL","107 6TH AVE SW","","","RONAN","MT","59864","LAKE","4066764441","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271326","BEARTOOTH BILLINGS CLINIC","2525 N BROADWAY","","","RED LODGE","MT","59068","CARBON","4064462345","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271327","ROSEBUD HEALTH CARE CENTER","383 N 17TH AV","","","FORSYTH","MT","59327","ROSEBUD","4063462161","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271328","MARIAS MEDICAL CENTER","640 PARK DR","","","SHELBY","MT","59474","TOOLE","4064343200","Critical Access Hospitals","Government - Local","Yes"
"271330","STILLWATER COMMUNITY HOSPITAL","44 W 4TH AVE N","","","COLUMBUS","MT","59019","STILLWATER","4063225316","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271332","GLENDIVE MEDICAL CENTER","202 PROSPECT DR","","","GLENDIVE","MT","59330","DAWSON","4063453306","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271334","LIBERTY COUNTY HOSPITAL","315 W MADISON AVE","","","CHESTER","MT","59522","LIBERTY","4067595181","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271335","COMMUNITY HOSPITAL OF ANACONDA","401 W PENNSYLVANIA","","","ANACONDA","MT","59711","DEER LODGE","4065638500","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271336","NORTH VALLEY HOSPITAL","1600 HOSPITAL WAY","","","WHITEFISH","MT","59937","FLATHEAD","4068633550","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271337","NORTHERN ROCKIES MEDICAL CENTER","802 2ND ST SE","","","CUT BANK","MT","59427","GLACIER","4068732251","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271338","BIG HORN CO MEMORIAL HOSPITAL","17 N MILES","","","HARDIN","MT","59034","BIG HORN","4066652310","Critical Access Hospitals","Government - Local","Yes"
"271339","P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE","1010 SOUTH 7650 EAST, POST OFFICE BOX 9","","","CROW AGENCY","MT","59022","BIG HORN","4066382626","Critical Access Hospitals","Government - Federal","Yes"
"271340","MARCUS DALY MEMORIAL HOSPITAL - CAH","1200 WESTWOOD DR","","","HAMILTON","MT","59840","RAVALLI","4063754408","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271341","TRINITY HOSPITAL","315 KNAPP ST","","","WOLF POINT","MT","59201","ROOSEVELT","4066536500","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271342","DANIELS MEMORIAL HOSPITAL","105 5TH AVE E","","","SCOBEY","MT","59263","DANIELS","4064872296","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","6 13TH AVE E","","","POLSON","MT","59860","LAKE","4068835377","Critical Access Hospitals","Voluntary non-profit - Church","Yes"
"271344","SIDNEY HEALTH CENTER","216 14TH AVE SW","","","SIDNEY","MT","59270","RICHLAND","4064882100","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271345","CENTRAL MONTANA MEDICAL CENTER","408 WENDELL AVE","","","LEWISTOWN","MT","59457","FERGUS","4065357711","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"271346","ROUNDUP MEMORIAL HEALTHCARE","1202 3RD ST W","","","ROUNDUP","MT","59072","MUSSELSHELL","4063232301","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"271347","HOLY ROSARY HEALTHCARE","2600 WILSON ST","","","MILES CITY","MT","59301","CUSTER","4062332600","Critical Access Hospitals","Voluntary non-profit - Church","Yes"
"280003","BRYANLGH MEDICAL CENTER","1600 SOUTH 48TH ST","","","LINCOLN","NE","68506","LANCASTER","4024890200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"280009","GOOD SAMARITAN HOSPITAL","P O BOX 1990, 10 EAST 31ST ST","","","KEARNEY","NE","68848","BUFFALO","3088657900","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"280013","THE NEBRASKA MEDICAL CENTER","987400 NEBRASKA MEDICAL CENTER","","","OMAHA","NE","68198","DOUGLAS","4025522040","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","555 SOUTH 70TH ST","","","LINCOLN","NE","68510","LANCASTER","4022197700","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"280023","ST FRANCIS MEDICAL CENTER","2620 WEST FAIDLEY AVE","","","GRAND ISLAND","NE","68803","HALL","3083844600","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"280030","CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH","601 NORTH 30TH ST","","","OMAHA","NE","68131","DOUGLAS","4024494040","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"280032","MARY LANNING MEMORIAL HOSPITAL","715 N ST JOSEPH AVE","","","HASTINGS","NE","68901","ADAMS","4024634521","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"280040","THE NEBRASKA METHODIST HOSPITAL","8303 DODGE ST","","","OMAHA","NE","68114","DOUGLAS","4023544000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","7500 MERCY RD","","","OMAHA","NE","68124","DOUGLAS","4023986060","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"280061","REGIONAL WEST MEDICAL CENTER","4021 AVE B","","","SCOTTSBLUFF","NE","69361","SCOTTS BLUFF","3086353711","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"280065","GREAT PLAINS REGIONAL MEDICAL CENTER","601 WEST LEOTA ST","","","NORTH PLATTE","NE","69101","LINCOLN","3086968000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","","","OMAHA                         ","NE","68105","DOUGLAS","4023468800","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"280077","FREMONT AREA MEDICAL CENTER","450 EAST 23RD ST","","","FREMONT","NE","68025","DODGE","4027211610","Acute Care Hospitals","Government - Local","Yes"
"280081","ALEGENT HEALTH IMMANUEL MEDICAL CENTER","6901 NORTH 72ND ST","","","OMAHA","NE","68122","DOUGLAS","4025722121","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"280105","ALEGENT HEALTH MIDLANDS HOSPITAL","11111 SOUTH 84TH ST","","","PAPILLION","NE","68046","SARPY","4025933000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"280111","COLUMBUS COMMUNITY HOSPITAL","4600 38TH ST","","","COLUMBUS","NE","68601","PLATTE","4025647118","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"280125","FAITH REGIONAL HEALTH SERVICES","2700 WEST NORFOLK AVE","","","NORFOLK","NE","68701","MADISON","4023714880","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"280127","LINCOLN SURGICAL HOSPITAL","1710 SOUTH 70TH ST, SUITE 200","","","LINCOLN","NE","68506","LANCASTER","4024849090","Acute Care Hospitals","Proprietary","No"
"280128","NEBRASKA HEART HOSPITAL","7500 SOUTH 91ST ST","","","LINCOLN","NE","68526","LANCASTER","4023283000","Acute Care Hospitals","Proprietary","No"
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","2808 SOUTH 143RD PLZ","","","OMAHA","NE","68144","DOUGLAS","4026091600","Acute Care Hospitals","Proprietary","Yes"
"280130","ALEGENT HEALTH LAKESIDE HOSPITAL","16901 LAKESIDE HILLS CT","","","OMAHA","NE","68130","DOUGLAS","4027178000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"280131","MIDWEST SURGICAL HOSPITAL LLC","7915 FARNAM DRIVE","","","OMAHA","NE","68114","DOUGLAS","4023991900","Acute Care Hospitals","Proprietary","No"
"280132","BELLEVUE MEDICAL CENTER","2500 BELLEVUE MEDICAL CENTER DR","","","BELLEVUE","NE","68123","SARPY","4027633600","Acute Care Hospitals","Proprietary","Yes"
"280133","NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND STREET, SUITE 20300","","","OMAHA","NE","68122","DOUGLAS","4025723000","Acute Care Hospitals","Proprietary","No"
"281300","HARLAN COUNTY HEALTH SYSTEM","P O BOX 836, 717 NORTH BROWN ST","","","ALMA","NE","68920","HARLAN","3089282151","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"281301","FILLMORE COUNTY HOSPITAL","P O BOX 193, 1900 F STREET","","","GENEVA","NE","68361","FILLMORE","4027593167","Critical Access Hospitals","Government - Local","Yes"
"281302","PAWNEE COUNTY MEMORIAL HOSPITAL","P O BOX 433, 600 I ST","","","PAWNEE CITY","NE","68420","PAWNEE","4028522231","Critical Access Hospitals","Government - Local","Yes"
"281303","NIOBRARA VALLEY HOSPITAL","P O BOX 118, 401 SOUTH 5TH STREET","","","LYNCH","NE","68746","BOYD","4025692451","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281304","THAYER COUNTY HEALTH SERVICES","120 PARK AVE","","","HEBRON","NE","68370","THAYER","4027686041","Critical Access Hospitals","Government - Local","Yes"
"281305","KIMBALL HEALTH SERVICES","505 SOUTH BURG ST","","","KIMBALL","NE","69145","KIMBALL","3082351952","Critical Access Hospitals","Government - Local","Yes"
"281306","KEARNEY COUNTY HEALTH SERVICES HOSPITAL","727 EAST 1ST ST","","","MINDEN","NE","68959","KEARNEY","3088323400","Critical Access Hospitals","Government - Local","Yes"
"281307","SAUNDERS MEDICAL CENTER","1760 COUNTY RD J","","","WAHOO","NE","68066","SAUNDERS","4024434191","Critical Access Hospitals","Government - Local","Yes"
"281308","HENDERSON HEALTH CARE SERVICES","1621 FRONT STREET","","","HENDERSON","NE","68371","YORK","4027234512","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281309","COMMUNITY MEMORIAL HOSPITAL","P O BOX N, 1579 MIDLAND ST","","","SYRACUSE","NE","68446","OTOE","4022692011","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281310","GARDEN COUNTY HEALTH SERVICES","1100 WEST 2ND ST","","","OSHKOSH","NE","69154","GARDEN","3087723283","Critical Access Hospitals","Government - Local","Yes"
"281311","FRANKLIN COUNTY MEMORIAL HOSPITAL","P O BOX 315, 1406 Q ST","","","FRANKLIN","NE","68939","FRANKLIN","3084256221","Critical Access Hospitals","Government - Local","Yes"
"281312","GENOA COMMUNITY HOSPITAL","P O BOX 310, 606/706 EWING AVE","","","GENOA","NE","68640","NANCE","4029932283","Critical Access Hospitals","Government - Local","Yes"
"281313","GOTHENBURG MEMORIAL HOSPITAL","910 20TH ST","","","GOTHENBURG","NE","69138","DAWSON","3085373661","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281314","ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER","P O BOX 428, 531 BEEBE ST","","","OSCEOLA","NE","68651","POLK","4027472031","Critical Access Hospitals","Government - Local","Yes"
"281315","BRODSTONE MEMORIAL HOSP","P O BOX 187, 520 EAST 10TH ST","","","SUPERIOR","NE","68978","NUCKOLLS","4028793281","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281316","WEBSTER COUNTY COMMUNITY HOSPITAL","P O BOX 465, 6TH AND FRANKLIN STS","","","RED CLOUD","NE","68970","WEBSTER","4027465600","Critical Access Hospitals","Government - Local","Yes"
"281317","TILDEN COMMUNITY HOSPITAL","P O BOX 340, 308 WEST 2ND","","","TILDEN","NE","68781","ANTELOPE","4023685343","Critical Access Hospitals","Government - Local","Yes"
"281318","MORRILL COUNTY COMMUNITY HOSPITAL","P O BOX 579, 1313 S STREET","","","BRIDGEPORT","NE","69336","MORRILL","3082621616","Critical Access Hospitals","Government - Local","Yes"
"281319","JEFFERSON COMMUNITY HEALTH CENTER","P O BOX 277, 2200 H ST","","","FAIRBURY","NE","68352","JEFFERSON","4027293351","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281320","MEMORIAL HOSPITAL","1423 SEVENTH ST","","","AURORA","NE","68818","HAMILTON","4026943171","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281321","OAKLAND MERCY HOSPITAL","601 EAST SECOND ST","","","OAKLAND","NE","68045","BURT","4026855601","Critical Access Hospitals","Voluntary non-profit - Church","Yes"
"281322","ST FRANCIS MEMORIAL HOSPITAL","430 NORTH MONITOR ST","","","WEST POINT","NE","68788","CUMING","4023722404","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281323","ALEGENT HEALTH MEMORIAL HOSPITAL","104 WEST 17TH ST","","","SCHUYLER","NE","68661","COLFAX","4023522441","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281324","NEMAHA COUNTY HOSPITAL","2022  13TH ST","","","AUBURN","NE","68305","NEMAHA","4022744366","Critical Access Hospitals","Government - Local","Yes"
"281325","BROWN COUNTY HOSPITAL","945 EAST ZERO ST","","","AINSWORTH","NE","69210","BROWN","4023872800","Critical Access Hospitals","Government - Local","Yes"
"281326","ANTELOPE MEMORIAL HOSPITAL","P O BOX 229, 102 WEST 9TH ST","","","NELIGH","NE","68756","ANTELOPE","4028874151","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281327","COZAD COMMUNITY HOSPITAL","P O BOX 108, 300 EAST 12TH ST","","","COZAD","NE","69130","DAWSON","3087842261","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281328","LITZENBERG MEMORIAL COUNTY HOSPITAL","1715  26TH ST","","","CENTRAL CITY","NE","68826","MERRICK","3089463015","Critical Access Hospitals","Government - Local","Yes"
"281329","AVERA ST ANTHONY'S HOSPITAL","300 NORTH 2ND ST","","","O' NEILL","NE","68763","HOLT","4023362611","Critical Access Hospitals","Voluntary non-profit - Church","Yes"
"281330","WARREN MEMORIAL HOSPITAL","905 SECOND ST","","","FRIEND","NE","68359","SALINE","4029472541","Critical Access Hospitals","Government - Local","Yes"
"281331","AVERA CREIGHTON HOSPITAL","P O BOX 186, 1503 MAIN ST","","","CREIGHTON","NE","68729","KNOX","4023585700","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281332","BUTLER COUNTY HEALTH CARE CENTER","372 SOUTH 9TH ST","","","DAVID CITY","NE","68632","BUTLER","4023671200","Critical Access Hospitals","Government - Local","Yes"
"281333","ROCK COUNTY HOSPITAL","102 EAST SOUTH STREET","","","BASSETT","NE","68714","ROCK","4026843366","Critical Access Hospitals","Government - Local","Yes"
"281334","BOONE COUNTY HEALTH CENTER","P O BOX 151, 723 WEST FAIRVIEW ST","","","ALBION","NE","68620","BOONE","4023952191","Critical Access Hospitals","Government - Local","Yes"
"281335","CALLAWAY DISTRICT HOSPITAL","P O BOX 100, 211 E KIMBALL ST","","","CALLAWAY","NE","68825","CUSTER","3088362228","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281336","YORK GENERAL HOSPITAL","2222 LINCOLN AVE","","","YORK","NE","68467","YORK","4023626671","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281338","HOWARD COUNTY MEDICAL CENTER","P O BOX 406, 1113 SHERMAN ST","","","ST PAUL","NE","68873","HOWARD","3087544421","Critical Access Hospitals","Government - Local","Yes"
"281339","MEMORIAL HEALTH CARE SYSTEMS","300 NORTH COLUMBIA AVE","","","SEWARD","NE","68434","SEWARD","4026432971","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281340","DUNDY COUNTY HOSPITAL","P O BOX 626, 1313 NORTH CHEYENNE ST","","","BENKELMAN","NE","69021","DUNDY","3084232204","Critical Access Hospitals","Government - Local","Yes"
"281341","CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES","825 CENTENNIAL DRIVE","","","CHADRON","NE","69337","DAWES","3084325586","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281342","ST MARY'S COMMUNITY HOSPITAL","1314  3RD AVE","","","NEBRASKA CITY","NE","68410","OTOE","4028733321","Critical Access Hospitals","Voluntary non-profit - Church","Yes"
"281343","WEST HOLT MEMORIAL HOSPITAL","406 W NEELY ST","","","ATKINSON","NE","68713","HOLT","4029252811","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281344","CHERRY COUNTY HOSPITAL","P O BOX 410, 510 NORTH GREEN ST","","","VALENTINE","NE","69201","CHERRY","4023762525","Critical Access Hospitals","Government - Local","Yes"
"281345","PROVIDENCE MEDICAL CENTER","1200 PROVIDENCE RD","","","WAYNE","NE","68787","WAYNE","4023753800","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281346","ALEGENT HEALTH PLAINVIEW HOSPITAL","P O BOX 489, 704 NORTH THIRD ST","","","PLAINVIEW","NE","68769","PIERCE","4025824245","Critical Access Hospitals","Government - Local","Yes"
"281347","OSMOND GENERAL HOSPITAL","P O BOX 429, 402 NORTH MAPLE ST","","","OSMOND","NE","68765","PIERCE","4027483393","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281348","TRI VALLEY HEALTH SYSTEM","1305 WEST HIGHWAY 6/34","","","CAMBRIDGE","NE","69022","FURNAS","3086973329","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281349","PENDER COMMUNITY HOSPITAL","P O BOX 100, 100 HOSPITAL DRIVE","","","PENDER","NE","68047","THURSTON","4023853083","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281350","JOHNSON COUNTY HOSPITAL","202 HIGH ST","","","TECUMSEH","NE","68450","JOHNSON","4023353361","Critical Access Hospitals","Government - Local","Yes"
"281351","CHASE COUNTY COMMUNITY HOSPITAL","P O BOX 819, 600 W 12TH ST","","","IMPERIAL","NE","69033","CHASE","3088827111","Critical Access Hospitals","Government - Local","Yes"
"281352","COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 2307 BARADA ST","","","FALLS CITY","NE","68355","RICHARDSON","4022452428","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281353","VALLEY COUNTY HEALTH SYSTEM","2707 L STREET","","","ORD","NE","68862","VALLEY","3087284200","Critical Access Hospitals","Government - Local","Yes"
"281354","CRETE AREA MEDICAL CENTER","P O BOX 220, 2910 BETTEN DR","","","CRETE","NE","68333","SALINE","4028267997","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281355","OGALLALA COMMUNITY HOSPITAL","2601 NORTH SPRUCE ST","","","OGALLALA","NE","69153","KEITH","3082844011","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281356","PERKINS COUNTY HEALTH SERVICES","900 LINCOLN AVE","","","GRANT","NE","69140","PERKINS","3083527200","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281357","SIDNEY REGIONAL MEDICAL CENTER","645 OSAGE ST","","","SIDNEY","NE","69162","CHEYENNE","3082545825","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281358","GORDON MEMORIAL HOSPITAL DISTRICT","300 EAST 8TH ST","","","GORDON","NE","69343","SHERIDAN","3082820401","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281359","MEMORIAL COMMUNITY HOSPITAL","810 NORTH 22ND ST","","","BLAIR","NE","68008","WASHINGTON","4024262182","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281360","BOX BUTTE GENERAL HOSPITAL","P O BOX 810, 2101 BOX BUTTE AVE","","","ALLIANCE","NE","69301","BOX BUTTE","3087626660","Critical Access Hospitals","Government - Local","Yes"
"281361","LEXINGTON REGIONAL HEALTH CENTER","P O BOX 980, 1201 NORTH ERIE ST","","","LEXINGTON","NE","68850","DAWSON","3083245651","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"281362","PHELPS MEMORIAL HEALTH CENTER","1215 TIBBALS ST","","","HOLDREGE","NE","68949","PHELPS","3089952211","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281363","COMMUNITY HOSPITAL","P O BOX 1328, 1301 EAST H ST","","","MCCOOK","NE","69001","RED WILLOW","3083442650","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"281364","BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY","","","BEATRICE","NE","68310","GAGE","4022283344","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"281365","JENNIE M MELHAM MEMORIAL MEDICAL CENTER","145 MEMORIAL DRIVE","","","BROKEN BOW","NE","68822","CUSTER","3088724100","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"283301","CHILDREN'S HOSPITAL & MEDICAL CENTER","8200 DODGE ST","","","OMAHA","NE","68114","DOUGLAS","4029555400","Childrens","Voluntary non-profit - Private","Yes"
"290001","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET","","","RENO","NV","89502","WASHOE","7759824100","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"290003","SUNRISE HOSPITAL AND MEDICAL CENTER","3186 S MARYLAND PKWY","","","LAS VEGAS","NV","89109","CLARK","7027318000","Acute Care Hospitals","Proprietary","Yes"
"290005","NORTH VISTA HOSPITAL","1409 EAST LAKE MEAD BLVD","","","NORTH LAS VEGAS","NV","89030","CLARK","7026575504","Acute Care Hospitals","Proprietary","Yes"
"290006","BANNER CHURCHILL COMMUNITY HOSPITAL","801 EAST WILLIAMS AVENUE","","","FALLON","NV","89406","CHURCHILL","7754233151","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290007","UMC OF SOUTHERN NEVADA","1800 W CHARLESTON BLVD","","","LAS VEGAS","NV","89102","CLARK","7023832000","Acute Care Hospitals","Government - Local","Yes"
"290008","NORTHEASTERN NEVADA REGIONAL HOSPITAL","2001 ERRECART BLVD","","","ELKO","NV","89801","ELKO","7757385151","Acute Care Hospitals","Proprietary","Yes"
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","","","RENO","NV","89503","WASHOE","7757703000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290012","SAINT ROSE DOMINICAN HOSPITAL - DE LIMA","102 E LAKE MEAD DR","","","HENDERSON","NV","89015","CLARK","7026165000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","","","CARSON CITY","NV","89703","CARSON CITY","7754458000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290020","NYE REGIONAL MEDICAL CENTER","825 ERIE MAIN ST (AKA SOUTH MAIN)","","","TONOPAH","NV","89049","NYE","7754826233","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","","","LAS VEGAS","NV","89106","CLARK","7023884000","Acute Care Hospitals","Proprietary","Yes"
"290022","DESERT SPRINGS HOSPITAL","2075 EAST FLAMINGO ROAD","","","LAS VEGAS","NV","89119","CLARK","7023697600","Acute Care Hospitals","Proprietary","Yes"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","1000 LOCUST STREET","","","RENO                          ","NV","89502","WASHOE","7753281263","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"290032","NORTHERN NEVADA MEDICAL CENTER","2375 PRATER WAY","","","SPARKS","NV","89434","WASHOE","7753317000","Acute Care Hospitals","Proprietary","Yes"
"290039","MOUNTAINVIEW HOSPITAL","3100 N TENAYA WAY","","","LAS VEGAS","NV","89128","CLARK","7022555065","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290041","SUMMERLIN HOSPITAL MEDICAL CENTER","657 TOWN CENTER DRIVE","","","LAS VEGAS","NV","89144","CLARK","7022337500","Acute Care Hospitals","Proprietary","Yes"
"290045","SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS","3001 ST ROSE PARKWAY","","","HENDERSON","NV","89052","CLARK","7026165000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","5400 SOUTH RAINBOW BLVD","","","LAS VEGAS","NV","89118","CLARK","7028533000","Acute Care Hospitals","Proprietary","Yes"
"290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","9300 WEST SUNSET","","","LAS VEGAS","NV","89148","CLARK","7028802100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","10101 DOUBLE R BLVD","","","RENO","NV","89521","CARSON CITY","7759827056","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"290051","SIERRA SURGERY HOSPITAL","1400 MEDICAL PKWY","","","CARSON CITY","NV","89703","CARSON CITY","7758831700","Acute Care Hospitals","Proprietary","No"
"290053","SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS","8280 W WARM SPRINGS ROAD","","","LAS VEGAS","NV","89113","CLARK","7026165509","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N DURANGO DR","","","LAS VEGAS","NV","89149","CLARK","7028359700","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"291300","MOUNT GRANT GENERAL HOSPITAL","FIRST AND A STREETS","","","HAWTHORNE                     ","NV","89415","MINERAL","7029452461","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"291301","INCLINE VILLAGE HEALTH CENTER","880 ALDER STREET","","","INCLINE VILLAGE               ","NV","89451","WASHOE","7758334100","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"291302","WILLIAM BEE RIRIE HOSPITAL","1500 AVENUE H","","","ELY                           ","NV","89301","WHITE PINE","7752893001","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"291303","BATTLE MOUNTAIN GENERAL HOSPITAL","535 SOUTH HUMBOLDT STREET","","","BATTE MTN                     ","NV","89820","LANDER","7756352550","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"291304","PERSHING GENERAL HOSPITAL","855 6TH STREET/PO BOX 661","","","LOVELOCK                      ","NV","89419","PERSHING","7752732621","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"291306","CARSON VALLEY MEDICAL CENTER","1107 HIGHWAY 395","","","GARDNERVILLE","NV","89410","DOUGLAS","7757821500","Critical Access Hospitals","Proprietary","Yes"
"291307","MESA VIEW REGIONAL HOSPITAL","1299 BERTHA HOWE AVENUE","","","MESQUITE","NV","89027","CLARK","7023468040","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"291308","HUMBOLDT GENERAL HOSPITAL","118 EAST HASKELL STREET","","","WINNEMUCCA","NV","89445","HUMBOLDT","7756235222","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"291309","BOULDER CITY HOSPITAL","901 ADAMS BLVD","","","BOULDER CITY","NV","89005","CLARK","7022934111","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"291311","DESERT VIEW REGIONAL MEDICAL CENTER","360 SOUTH LOLA LANE","","","PAHRUMP","NV","89048","NYE","7757517500","Critical Access Hospitals","Proprietary","Yes"
"291312","GROVER C DILS MEDICAL CENTER","700 N SPRING ST, BOX 1010-C-ADM BLDG","","","CALIENTE                      ","NV","89008","LINCOLN","7757263171","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
